Region,Latitude,Longitude,Green_Space_Area_sqm,AQI,PM2.5,PM10,Rainfall_mm,Season,Transit_Stops,CO2_Emission_Private_g_per_km,CO2_Emission_Public_g_per_km,Travel_Time_mins,Road_Quality_Index,Traffic_Congestion_Index,Average_Vehicle_Speed_kmph
Kodambakkam,12.979792899595614,80.2354578772566,4737,87,83.04325146447442,81.3578532865829,101,Rainy,11,475.49604947297695,167.96563187096842,38,67,4,52.62794471973467
Medavakkam,12.910783085671252,80.16114700939148,1519,135,43.95545018545356,59.591792319775806,330,Summer,15,490.56736821413006,107.93556690380275,57,88,8,43.858246653765065
Sholinganallur,12.800150130781024,80.20020349450684,4596,95,64.77769245603486,62.52507768397094,55,Summer,11,244.41844862309205,167.4135452624314,54,72,8,41.255431957374185
Anna Nagar,13.03814653062101,80.19191134902026,3250,81,90.2468898690648,93.10683246988754,488,Summer,14,414.34280644261906,85.28010771310878,58,99,6,30.016436391154958
Triplicane,12.860710371456305,80.2820522568945,4049,65,97.12751152548863,147.51465747096864,115,Rainy,8,121.70233408514815,86.21789290321658,59,74,5,28.669047432571272
Pallikaranai,12.92381923398209,80.20728191966673,2525,53,54.83827555804021,142.55484242632724,260,Rainy,18,141.2415659589946,145.28286252234489,21,58,4,37.5117948530975
Teynampet,12.963785315437,80.1115023845223,4040,109,84.23588722023499,62.7017720834636,356,Rainy,14,201.1457518634796,125.77606445182387,38,74,7,49.27889368607203
Medavakkam,12.92640624613217,80.12671607735382,2163,132,61.67966856121603,61.28074952199782,75,Winter,9,259.5125680722495,126.2700559491916,21,99,3,43.9338713976489
Kodambakkam,13.080937289836093,80.14857107010032,4533,142,57.73488255350888,145.15406485546998,106,Rainy,5,215.87712590691132,83.24126054581362,26,78,4,23.27787755034833
Kolathur,13.073872074697,80.15052889811231,4025,101,37.08344540772906,106.28464427068275,469,Winter,15,107.37280835907046,169.58135538012579,48,80,7,23.713782254139034
Ambattur,12.997022182197579,80.13843658485688,4151,90,45.549864494317916,139.86765152291048,301,Winter,9,310.5362063649593,175.31534347710777,16,67,2,58.09145456359897
Triplicane,13.01847462266105,80.24165112200669,2546,76,49.52406407611862,119.15720911871223,382,Summer,16,450.0587198290939,191.88073017410943,35,66,8,25.904536002188784
T. Nagar,13.146137988567709,80.23389597940883,2078,82,57.29772686819864,113.78797683065784,329,Rainy,15,300.8280485437573,170.17819999197224,17,78,1,51.003043945744174
Teynampet,13.09959185368363,80.22262359102392,1445,68,91.73324453601772,109.5488113843933,274,Rainy,16,237.5154706255761,142.3979220716289,48,79,1,54.764749276839616
Purasaiwakkam,12.899340657461405,80.19644421521392,2072,136,77.49935786111214,141.02878609545934,360,Rainy,8,443.7025097961638,166.685278258763,55,96,9,53.11966990518629
Mogappair,12.900894742443025,80.15053664618166,3036,140,49.53404744689844,99.63800076257922,275,Summer,7,119.33490234953506,51.58214925496448,34,67,7,42.559095139771394
Chromepet,12.999019277227632,80.13888770521166,4779,135,89.6381825509213,84.21909145956369,246,Winter,17,164.27096968755367,62.17535881791892,59,96,1,42.503765170394146
Purasaiwakkam,12.95883053305526,80.1884728128558,4475,124,77.70601440690672,93.8549531038023,136,Summer,5,268.34173924308743,151.00441789991527,18,81,2,20.15918694680235
Egmore,12.906010276290194,80.29560425915075,2349,110,95.16657929317746,59.25811777720017,454,Rainy,13,404.198670534248,128.54874074089875,57,58,8,53.68180936434435
Purasaiwakkam,12.934359810292197,80.2743206972846,1297,71,42.1941363407713,86.23332701455166,455,Winter,6,479.7051419017026,173.56666272173828,29,50,7,48.14564504379646
Nungambakkam,12.887706441832844,80.22549782050154,2400,122,83.77763587653574,114.75093750950866,472,Rainy,9,267.7903641473282,172.50811811124106,54,68,6,59.725964758918444
Nungambakkam,12.956352682386493,80.23938857627112,4763,149,57.228490909563206,140.93589362770146,417,Summer,16,232.84541092146503,76.44238558224819,51,62,7,21.998207156317875
Pallikaranai,12.906894433248315,80.12605976721646,2836,78,56.86524846703129,141.28873199469393,493,Rainy,12,262.3785534422195,165.48729594660142,42,50,5,34.66327698188262
Poonamallee,13.199471606693189,80.29454288678461,3944,123,93.25760704835895,53.07579842993631,260,Winter,18,279.57561704001284,173.86007459756482,53,53,5,59.3468984549229
Triplicane,12.809260531385183,80.12269452992248,3572,135,62.17787279552596,147.78370744180862,409,Summer,18,326.7004841422658,144.40794087957352,33,50,4,21.681208224437313
Ambattur,13.004172113782497,80.13195853569925,3869,147,95.97305564444588,52.52868513826321,231,Rainy,13,202.30817378943536,63.175485495469374,43,99,3,29.412294547899783
Royapettah,12.987012551089487,80.14180454745336,4745,117,87.34525734444274,93.25739987059904,401,Rainy,16,376.7028931078417,187.43006655774653,45,72,2,23.674112141008873
Thiruvanmiyur,12.95560154912392,80.2717383274512,2815,117,33.877268323023586,74.84370746374086,401,Summer,13,308.8643254170038,150.4265358494486,54,80,5,31.325667502304682
Teynampet,12.856662865163155,80.1476820195462,3926,123,31.213474939816752,142.0544264241293,262,Winter,12,186.55509166448434,137.55168134720407,58,60,2,23.11582615109483
Thoraipakkam,12.818885614835672,80.28545728507208,3599,92,96.70305309005242,88.6531530375619,112,Winter,18,216.9459953390044,60.61520401536953,40,85,2,24.390332891007873
Villivakkam,13.195922723509318,80.26909308189148,4122,107,57.605798456599516,112.50825097630194,422,Winter,17,153.1338713724419,116.73811909231954,51,75,3,24.021840613852746
Guindy,13.114886850369203,80.24362263949287,4471,73,99.41728661079223,94.10367158866475,435,Rainy,5,438.74557350206436,121.7091055002954,38,71,9,24.25071506825093
Adyar,12.97592355343471,80.25562516352561,2602,78,72.90874877611444,143.1165982232052,214,Rainy,10,326.4884627358762,102.2952662709374,40,51,6,57.50268787750022
T. Nagar,13.06855232422139,80.20008162083126,3300,90,89.69320418610891,80.8410937466943,158,Summer,12,322.7033877572245,95.18675903390326,47,80,1,35.82218213600191
T. Nagar,12.91908483481997,80.12911380559203,2118,90,72.73292515625072,142.54713390793344,260,Winter,10,417.658284618307,165.3528340231971,52,75,2,46.31643281079109
Saidapet,12.974788225453006,80.20417192538436,1415,135,53.074788381950434,105.3861647172518,330,Summer,9,332.45206493119474,57.60051756131877,25,81,9,23.309969909550198
Saidapet,13.140314301838186,80.24580425786496,2926,61,31.081160247483567,128.5952952532229,360,Winter,18,290.29849085832075,172.28812806463955,30,99,4,29.992851414166726
Guindy,13.030169083887726,80.12751155916212,2738,104,51.39261723682853,126.67385909311787,457,Winter,8,257.775926682939,188.0611865492269,22,83,4,59.38717590238499
Perambur,13.003510010989341,80.25905184548007,4914,111,51.69774199466282,97.92100478877755,278,Rainy,17,311.3804094856005,171.2711689396345,42,52,8,54.46822643455836
Kodambakkam,13.144666883324994,80.11692759239273,4745,127,90.98291999081528,69.44717475725224,348,Winter,7,104.54288497824061,83.6423644171119,22,96,3,38.38861562585747
Velachery,13.12860527893464,80.29767232541668,2452,61,33.46627343786824,71.17260569282759,259,Winter,17,349.83798117889813,115.18352212295719,54,67,9,39.59226431595559
Kodambakkam,12.819262296453113,80.22979577501394,1790,124,93.31107172079155,139.4386438686878,285,Winter,15,288.1693750209312,125.22748820733524,46,50,7,23.29681959971454
Kodambakkam,12.964854473427897,80.27608719770204,4888,132,80.33102363855275,103.1990690011211,362,Winter,16,319.3840508617318,174.56398893233455,56,80,2,36.18237005185769
Avadi,13.1511067410713,80.15724641832225,3361,109,51.91209440469352,149.6849492088329,372,Winter,18,483.5021575081343,135.2568473477969,56,69,8,44.46718894024172
Adyar,13.009931868548037,80.19274403280922,2190,107,77.18014120123232,85.95092775453307,321,Summer,8,495.34322136159244,126.28920759000688,19,70,9,59.60984936984254
Vadapalani,13.084377981974258,80.18647157196912,4619,122,60.02765531638767,53.79133899814311,493,Rainy,8,457.20440953933013,103.27883943869796,33,78,8,39.38089866094785
Thiruvanmiyur,13.195992773969778,80.1565352166351,4628,136,97.33632455099342,67.10013945825708,108,Summer,11,293.4258987979158,104.16220584193618,48,94,4,42.448334891865606
Medavakkam,12.889820206824833,80.19124641027469,3930,139,31.963959521852175,80.78078680159511,191,Rainy,6,244.90647362866636,145.09941385260993,50,96,7,37.0476761383556
Kolathur,13.170098548973916,80.25203900047137,1789,132,40.05862380073063,136.65168629909957,176,Winter,19,163.12271495095666,136.37184858753562,23,50,9,49.246377989717686
Medavakkam,13.071912689502751,80.19936749552367,4957,125,77.6726240529552,52.41423813270356,407,Summer,5,253.91589021644978,196.5171770370178,33,80,8,38.533441407340085
Villivakkam,12.964108662526945,80.27657344662751,1088,68,96.40543082392435,56.979846416339676,404,Rainy,5,316.32313353330034,180.67672856367767,48,96,2,35.02212231984801
Saidapet,12.916915492027055,80.16671844711094,4556,67,87.43958080428823,115.60659656495127,460,Winter,6,498.7992915480128,158.4822471658303,56,55,2,31.218120231058627
Medavakkam,13.133599172353927,80.27237413060448,3123,121,54.35254632821922,65.78271757314324,311,Winter,19,494.22578551888006,75.32848441723556,49,69,9,25.343522188775296
Poonamallee,12.877375823655733,80.20424620404977,4891,116,51.15068670227322,148.58164612967525,247,Winter,7,138.0603121507503,149.40841220431315,25,62,3,52.57541815881018
Ambattur,13.104637758483339,80.27020215990741,4911,127,39.9005125634407,128.68463725612094,338,Summer,13,232.57500077027467,130.4540349649289,21,91,4,54.625771975063806
Adyar,12.966649153989422,80.15146040323513,4448,121,63.6288660476098,62.94594238019544,307,Rainy,19,416.3629466752786,127.67008991032651,52,88,7,47.02615980733991
Medavakkam,13.168816784168031,80.19385706265098,2652,134,97.38030405464258,147.62054568271196,75,Winter,15,250.44389582646463,61.567787846572585,27,86,2,53.65530489792502
Kolathur,13.05042015516653,80.17937175754183,1335,115,35.6953772824602,107.08181152303003,222,Rainy,18,484.7949433463704,193.460480563843,38,62,5,23.960451589507144
Teynampet,12.980152043864075,80.24135342589366,4978,150,91.18039961204218,143.8710979448424,76,Summer,13,226.58805084459613,150.4543067869546,34,57,7,52.03767293664049
Villivakkam,13.136011822585116,80.22943354495979,4776,66,45.505470525982396,130.30419339402263,154,Rainy,14,200.13252479474346,190.69526953195898,45,94,7,50.49378847624783
Nungambakkam,12.960839901167233,80.16442922481593,3547,126,32.44797634907874,137.1543229870017,379,Summer,19,421.17488866645743,144.53565660632245,38,58,9,58.72300495468212
Sholinganallur,13.053434095346015,80.1660531902853,4533,69,30.137149728657512,65.69683078715279,158,Winter,13,478.31504333972464,178.72255028503062,49,78,1,37.59394061511043
Avadi,13.03590794376528,80.25293771327455,3344,131,94.1562115397631,143.20019031836625,400,Winter,9,470.6119132161222,124.68925169854242,16,66,7,29.130286281616335
Velachery,13.137046609212348,80.2538537555205,3759,99,62.28871124962075,122.49414610313352,80,Summer,7,229.70684466618948,143.16598385816798,33,82,1,24.065030648725617
Thiruvanmiyur,12.882267399002261,80.28424526032038,3695,148,72.16982900928156,146.42222924316556,185,Summer,6,373.094993754675,142.27216156849155,31,78,2,53.52403478179683
Vadapalani,12.974041313347142,80.16737073928127,2115,133,98.02968316471471,149.1039853519155,391,Winter,6,296.72082552688244,176.16253506311534,36,74,5,45.4016708634232
Saidapet,13.153479138393656,80.18713949682171,3526,132,62.54576640358134,71.26116212470069,343,Rainy,18,296.3159003478338,65.64340668081951,50,68,4,33.4554671122589
Egmore,13.091482958515074,80.12758964663624,3532,118,55.99051382754529,126.16997802427721,411,Winter,10,152.3137964378721,180.57977612024007,34,50,6,45.50096102699308
Perambur,13.040998515699982,80.18362435594783,4770,139,58.58201991439269,52.76011868466248,444,Winter,13,350.4593121166407,72.26745682866883,42,52,3,49.25885863263367
Avadi,13.082517413955074,80.13984974656933,4218,98,84.4186744806851,83.74928708370405,60,Summer,11,421.2594660137934,62.77903634774345,18,59,6,49.52707072285675
Thiruvanmiyur,12.914579131472127,80.27495840811723,4084,134,36.65979539076305,116.51002800026856,268,Rainy,15,158.28699829671717,196.2888886122588,25,68,1,42.24524537973747
Saidapet,12.96919446525683,80.21325407237958,4213,114,81.77612321316114,123.93324067291644,153,Winter,17,157.4921622816499,140.90952830161393,40,78,7,35.46272657572716
Thoraipakkam,12.931598740690484,80.29849154433248,4036,146,61.62173129627895,110.56953188238529,274,Rainy,9,120.72669823717428,183.72813074734546,22,56,6,55.59321683981903
Thiruvanmiyur,13.170026442910409,80.27627746597072,2308,141,40.40559781815371,91.52517498457284,432,Summer,17,347.803370336187,105.2293688647922,42,55,9,39.386270537209086
Kolathur,13.198950785802658,80.12514405757479,1831,86,46.012936049403535,132.45383087352212,429,Summer,15,106.10720432146614,117.56184784583385,29,97,6,35.67767762819997
Vadapalani,13.145878808110817,80.25768751549981,4809,67,60.70223817549563,65.07638856343692,255,Summer,5,276.84169963213867,61.11040934290132,26,70,7,20.046822150915293
Pallikaranai,13.096701988163613,80.12761636945332,4440,131,96.51047335098625,109.17107513645536,191,Summer,16,496.85315749929254,188.68005146579608,30,74,4,37.66182080300841
Porur,13.154647066495029,80.2567718203309,2451,101,97.97845140234506,84.29978814811847,261,Winter,11,408.65554969023333,104.23190029807994,15,65,9,20.624610264065822
Guindy,12.865999601954753,80.15475205349145,4400,85,64.68500982501081,87.81932989888517,61,Rainy,7,491.6925498022455,180.01107898707554,25,71,9,48.16321488003401
Vadapalani,13.00178792523379,80.11034613357086,2129,89,38.87289844129538,95.23134589792053,96,Rainy,6,499.99732875159765,184.19747075324025,57,67,6,46.26847097524852
Ambattur,13.079316390726753,80.16422275595545,4369,84,96.27782256353488,119.68187211291101,91,Winter,7,419.17383832321565,70.04078608112587,19,94,2,31.031257442424103
Egmore,12.83072520708843,80.19412881955088,3166,119,81.55159671609567,67.6344860696393,87,Winter,14,210.08765740691973,117.50053951211805,37,65,3,30.606610459057126
Villivakkam,13.115598387638965,80.1768286116281,1114,106,81.49172713052027,71.9739416195395,158,Rainy,12,261.4030626185553,93.75953977704651,44,88,3,29.215295085315176
Thiruvanmiyur,12.871737459418533,80.13666114765938,1608,60,32.35417617419348,112.73354275520026,368,Summer,19,283.6197964992521,81.36403576058346,22,90,1,48.525762310806506
Pallikaranai,12.925987901043547,80.22251729398944,3549,141,76.26220787463038,129.53159056202935,465,Summer,5,141.72041760041432,119.96612606504368,52,91,3,51.00193708615174
Thoraipakkam,13.068354212403698,80.14093009288162,1416,72,44.634486641678755,118.43986100135795,300,Winter,19,499.5326595957905,173.38138399725744,18,52,6,36.08551671080254
Thiruvanmiyur,12.856249045475638,80.21586581962842,3174,57,97.2143770724245,140.54222997449114,362,Rainy,6,440.52095968222017,132.61081199279994,38,68,1,47.23865305592079
Nungambakkam,13.058968613043028,80.2369213506518,2756,82,31.294288498182272,67.10315611082892,55,Summer,19,265.3003966522966,92.00561559313377,15,59,9,24.34420565095284
Vadapalani,12.909178433823561,80.29535521441939,1779,126,90.0263767797637,140.49817860749715,339,Rainy,12,382.2474466306768,82.178033845334,32,57,5,31.19591605971396
Sholinganallur,13.102761943367637,80.11733592923574,3480,82,68.2446160305569,63.31872644966538,160,Winter,9,410.5164482898667,183.2604886238229,42,99,8,29.532035821846577
Adyar,12.973057792843823,80.13184464046493,1827,128,67.88628999140008,58.117428211842935,440,Rainy,9,386.10149293155985,143.77289058019863,32,97,4,57.7184305989305
VIT Chennai,13.152986044031854,80.23654840778457,2165,124,92.57640017664079,72.10129976969581,427,Summer,18,178.4008489332173,175.04735405810723,51,92,5,38.999916263080806
Pallikaranai,12.837291873650347,80.2541840223531,4823,76,30.59209405955353,134.62461222944484,228,Winter,5,452.5290387254946,162.7327430398592,26,74,1,21.88749306008182
Velachery,12.849239237626291,80.15393600230884,3404,63,98.23743694348302,60.56096535187817,254,Summer,14,264.92519726326,68.2220270358435,52,75,7,56.55493532189984
Thiruvanmiyur,12.803833978505613,80.14298265529408,4241,114,43.157829223612495,140.08847865738744,175,Winter,15,102.79981263926454,129.41512600317452,47,92,3,38.36492016500898
Medavakkam,12.807044936923527,80.25353729846806,4918,67,37.583668106201195,136.28847398035128,418,Rainy,7,239.34764413578017,160.00957710608125,20,85,7,27.480475768737453
VIT Chennai,12.804602421536835,80.16849022846229,1932,61,49.44528546847295,80.40697953622026,371,Summer,7,197.84339418524527,60.55491563924947,53,79,1,45.64208048261849
T. Nagar,13.125802805804005,80.21895977963915,3027,63,69.5403360227643,62.754976540456575,240,Summer,6,332.16879563038475,67.34827316566304,56,75,7,29.591183603984852
Porur,13.011082150334369,80.18735092639788,4628,131,42.46236789768689,112.0112276216148,371,Winter,10,348.11367340122763,178.37091086296803,46,77,9,20.205415813833984
Thiruvanmiyur,12.986979404016706,80.17322724648493,1771,125,50.11567214396861,87.64099365525763,304,Rainy,19,210.3683065460899,114.32006309393446,24,61,8,51.495266770780795
Tambaram,13.074421107373762,80.17300375385598,4131,104,73.2208615147573,94.41080586333895,190,Winter,11,423.0784379763062,171.8821225823546,53,54,1,48.672451205052425
Villivakkam,13.148093660693245,80.2951954820231,4595,146,48.7092182335043,85.74751182931563,377,Winter,15,343.40046342821006,188.7153133927072,26,62,5,42.994431815636275
Triplicane,13.152647986708025,80.26519210561563,1792,117,69.01024482054956,117.31062081919134,449,Winter,5,163.2548325603558,198.12008511691602,51,60,3,59.61955332817404
Tambaram,12.846256956431985,80.13980021056622,4661,113,50.25681723173343,75.75638764941786,157,Winter,17,318.0016233974772,179.704856578889,31,89,4,56.01108492471459
Thoraipakkam,13.000197223487131,80.21392412022,4371,116,64.59296077583556,90.29447044294866,52,Rainy,11,177.5881703528081,116.10153733645667,26,51,6,24.195155365444233
Perambur,13.175510775122214,80.22172661369717,3726,137,58.923970537383525,77.12608170081235,452,Summer,8,317.6820467579072,89.27414967044847,31,83,5,24.992762153214052
Triplicane,12.808430152889429,80.14405264548603,4904,111,53.064280611406645,107.82943485595396,332,Rainy,18,493.6445224939182,67.05809128548641,15,84,9,29.061072773879573
T. Nagar,12.883093196205497,80.27514228678395,3707,66,43.93964271763176,114.10924194521888,218,Rainy,11,423.38012174101027,144.20159780790755,26,50,5,20.915750193211288
Purasaiwakkam,13.17769859075394,80.22761867361757,4401,147,54.94092424252921,114.26626217437196,369,Winter,11,407.67290961220135,181.68085819501286,37,72,5,50.00679552252142
Chromepet,13.070241338281043,80.2946292711457,4866,109,88.1069953796736,118.70147679846411,344,Rainy,16,332.6608724043833,126.30185756261517,37,58,2,30.965642953656968
Medavakkam,13.124347558368903,80.27726077504718,1678,147,73.89906709277058,120.37732201628612,289,Winter,12,322.1592403083439,140.35079168906452,25,81,3,45.28957295580056
Avadi,12.956693102753203,80.25194328645911,2222,81,35.43460937728248,65.09667648085295,424,Winter,18,339.27223472773466,134.18603283921698,50,65,2,36.92908198364772
Thoraipakkam,12.99356843281409,80.2432703155626,4797,137,73.03497328237513,100.16939174798645,206,Winter,15,295.56130946163006,150.5973417929626,45,75,9,26.997756603761417
Pallikaranai,13.129056710122258,80.20044311506811,4854,65,48.200490224070336,96.36320739886906,239,Summer,14,171.42150358980982,77.80103268647085,48,97,3,56.30395546704288
Medavakkam,12.860594433032935,80.28536423808116,2816,78,50.45470857426315,69.28427139057314,454,Winter,18,368.87993951021184,155.18149267617338,46,77,9,53.01972905162073
Medavakkam,13.096813306628142,80.15040331292279,4908,138,30.36703886768495,105.19600040423214,62,Winter,14,140.83504534090548,186.94270820486665,45,67,8,46.1438358585185
Saidapet,12.955167931138103,80.24218000715298,3367,94,41.87455193278156,57.45248830589257,316,Summer,8,313.4122876458988,192.26157603461579,41,52,5,45.799573656525254
VIT Chennai,13.023887625607447,80.29881533205358,1819,88,98.16904698752396,116.301529327388,115,Rainy,13,378.88175718104276,191.42417483373,39,92,6,35.881986256827155
Kolathur,12.923377751821215,80.28373324838742,2818,74,32.83271041113909,82.60654372279498,63,Summer,15,357.54358994653853,139.07479592756977,52,82,4,59.308798359563
Nungambakkam,12.883044983218708,80.16314572456704,2937,124,49.236166303976006,68.27536393288554,266,Summer,18,233.91579697259087,113.16244778100517,24,57,3,33.069152267351015
T. Nagar,13.074584334709451,80.27368126854522,3667,92,83.27420669187175,56.51684836850332,296,Winter,6,150.8564325769001,111.10835576247958,21,91,2,47.19054217492608
Mogappair,12.98879671623878,80.2296172579032,2306,66,72.60244776442394,58.85791624735916,427,Rainy,5,209.4348733439337,57.73743675714722,38,51,4,47.02779185106382
Pallikaranai,13.012544315614946,80.2176141112893,2028,76,66.96832533550723,93.3134018253433,89,Winter,5,365.04486453959515,101.00477589597938,44,85,3,36.72627748255824
VIT Chennai,12.875936274141795,80.11526571126167,2529,112,78.34414633289423,145.25182383045518,236,Summer,19,234.22249429372744,141.9282615375428,29,54,8,38.773081757290555
Avadi,12.901307430010345,80.26847587191382,4720,84,87.2387491506264,78.67664792766371,174,Rainy,19,280.4130512057251,124.64646671781574,58,98,3,45.39133208259916
Purasaiwakkam,13.11588415300449,80.23013688487222,1586,103,38.83088973622565,68.93097358913596,183,Winter,6,267.6145816851805,111.61291327924789,19,56,9,25.313503873294444
Thoraipakkam,12.911255598208825,80.16837749843233,3900,146,77.05142469652952,137.84525660124535,454,Winter,5,490.367617685507,60.32685913392482,46,59,1,40.369875061821126
Egmore,13.131300989485979,80.21963378538022,2985,66,61.60164695879165,50.18390550489451,61,Rainy,11,164.84193993219787,148.51495659980992,57,77,6,24.183342775622044
Egmore,13.146311432127241,80.25528703653843,3381,87,41.638682488577494,121.3837360351539,247,Summer,13,238.1237386859973,182.59432793228316,50,70,5,30.951655362733504
Pallikaranai,12.842825243958915,80.13817362490873,4328,121,75.23602037819587,60.254702731678066,337,Winter,16,132.73491844291362,56.65562137112968,26,54,4,29.158533513237522
Triplicane,12.918723179381576,80.26088277884118,4922,141,59.741919987390915,142.32619525046888,460,Winter,7,409.95203668556263,66.57947515787623,17,96,1,34.92213882244132
Medavakkam,13.00835175520005,80.24829332648713,4878,121,93.5919514225302,122.5482360023784,143,Rainy,19,172.52152927500978,184.02889871006212,43,86,3,51.73286593121641
Pallikaranai,12.883507964038044,80.21175103827937,4394,106,44.53287375133226,121.76891539867273,400,Summer,15,358.31481588848624,120.17893679835139,31,84,9,52.48713129309537
Teynampet,12.895021401901435,80.25784103106412,2293,77,99.54015267372183,92.35626632682991,446,Summer,9,321.6642044473816,148.14121579749695,49,84,5,52.66538487676824
Tambaram,13.00390265315901,80.22199477341599,2239,96,35.242995496364856,130.23073282295599,333,Rainy,8,115.41463513678192,186.1569478212778,53,90,3,57.604766646688134
Adyar,13.002321148138778,80.21221468419542,2598,145,82.43332940919456,147.17007848182106,79,Rainy,19,226.10350269064034,142.11852821291416,42,85,1,29.46300743734024
Thiruvanmiyur,12.827477322505707,80.29510893374587,4393,83,78.17238001462222,149.88563101885396,338,Rainy,10,247.26856100677313,161.5530207818798,15,88,4,20.636524773867944
VIT Chennai,12.836153828257798,80.21445224380577,2983,139,94.45378807901874,81.12924235176374,175,Winter,7,471.8834565879143,64.11732983008685,49,55,8,39.55775517327736
Thoraipakkam,13.149594011834756,80.20194587460291,2530,135,31.466027338008114,113.11791798740583,254,Summer,7,158.07412693829178,131.57157296383517,22,70,4,20.60881377547018
Thiruvanmiyur,12.883957661078565,80.19358542011682,3342,130,34.07657135293201,89.95823106989621,300,Summer,18,437.9820674390861,84.71550138550506,21,99,8,56.79214919177082
Pallikaranai,12.994175434462779,80.18983802493317,1216,105,72.92234119432379,101.80111068408074,184,Rainy,8,163.85647696263464,87.08085591615927,35,84,3,33.830966962094365
Villivakkam,12.986816585268189,80.21366898970986,4050,62,79.59056273311899,99.69801162011566,498,Winter,13,327.22798885984236,85.45994030834751,28,74,4,59.9814778215994
Perambur,13.037890014670822,80.2518572919108,3528,59,65.85056206700435,66.54757923996988,330,Summer,15,439.9989267274186,177.87854067387042,53,71,2,54.209548966697355
Thiruvanmiyur,12.892682138383552,80.11620263489198,4811,93,49.44945416085619,59.48397041908711,108,Summer,19,251.65495301559938,116.22746974002057,49,76,1,33.54645511024655
Triplicane,13.098254013071609,80.14340103490635,3023,53,87.74545061361344,123.6684515811653,431,Summer,16,286.3100671224088,55.71813454064232,26,78,9,51.05538502649681
Anna Nagar,12.9191853323134,80.29816541636309,1405,121,72.57660122613173,112.07788492117443,349,Winter,14,170.03844742875953,68.23498154674375,21,80,6,49.86159055278277
Sholinganallur,12.909717104328296,80.24999681558417,4331,65,71.87668541326732,71.43278329689876,467,Summer,7,324.98699235959407,119.41825070441931,15,66,3,20.54822716804214
Thiruvanmiyur,13.13917923277095,80.24258134018304,4052,141,51.78467060415946,100.82328136163451,173,Winter,7,139.03441111597297,143.12554143723878,41,59,8,49.370114559213235
Ambattur,12.958172361119486,80.12653183195685,3489,148,86.56955933809762,145.70510608319432,58,Summer,9,314.956263441009,50.271379040434866,53,69,7,48.22565214053249
Royapettah,12.837764352041232,80.14592085251982,4823,145,70.0811245917532,117.63958312863936,433,Winter,17,330.56772686071383,74.83461960263159,36,94,5,55.83751383066549
Villivakkam,12.979742593478148,80.18594180170845,3787,128,31.909657804091673,94.86774833446785,390,Rainy,12,490.07844473095173,68.39967664426786,32,86,2,30.782034599109494
Perambur,13.06476329180628,80.12411086188334,2535,98,83.00765922326894,77.48450567498679,408,Winter,18,467.2838635530562,110.17785293565231,38,50,2,28.374071782464554
Perambur,12.914227025892542,80.29548715851323,4768,86,82.84530593080467,92.26116014859448,391,Rainy,6,381.1097716000716,96.95465676829188,48,71,7,46.7911144953089
Thoraipakkam,13.195209050254691,80.12884967008397,3512,53,48.955096621789885,95.900658430021,478,Rainy,18,363.9993319825621,154.56126494614284,51,69,1,57.72746907113102
Poonamallee,12.997197228556232,80.24374449935196,4350,138,32.80488418612494,64.19782909495746,429,Rainy,12,259.67129913776813,197.1517579067564,15,92,5,55.44047657432441
Velachery,12.936020407494931,80.22165808752833,3527,145,61.28469171157208,91.8970097243062,161,Rainy,10,305.60079814872495,164.94374529044995,26,70,6,37.814700510072946
Pallikaranai,13.159111361853673,80.23102986736042,3073,117,57.348002365964454,104.13271755678564,190,Rainy,13,180.53478618462174,194.20454193030946,43,71,1,28.66826561504128
Kolathur,13.11355128699375,80.13036094856484,1386,52,71.69178533893628,52.948161121559814,435,Winter,9,266.9067745733414,146.4790085339551,43,95,2,23.444398756947887
Mogappair,12.99140978714294,80.20420585193527,4517,144,67.02406359518184,54.066756311068545,148,Winter,6,473.24425003142176,111.63853024096119,57,93,3,44.53656680500001
Villivakkam,12.834428700789694,80.24497677768338,4279,149,53.90889969295617,105.80198413965255,370,Summer,12,498.57714515839155,142.26324746875304,40,56,4,36.860666295053974
Thiruvanmiyur,13.073430851678022,80.17381885839777,1812,94,43.34154012175109,54.37774755345798,179,Winter,11,389.02787192198736,184.4973718294477,18,50,6,57.748816043690304
Adyar,12.979592021761702,80.12195314939598,3680,131,48.43871676034117,95.28204578813789,450,Rainy,14,121.18173691537564,139.87472253843174,50,79,3,20.374926075774
Guindy,12.900502218322465,80.24746638658651,4171,63,65.68787413863802,141.9132187890675,496,Summer,8,128.17419858710997,184.18557650843516,33,62,6,58.67566042907398
Perambur,12.848564571039173,80.2039266397345,3596,131,76.73002615815139,128.09061107431836,217,Summer,8,461.0307408313354,54.16483769778101,42,53,8,25.109585228434597
Vadapalani,13.195474140817192,80.1044396938766,4799,140,92.33747351158571,146.95759772228996,495,Rainy,6,483.37953261294314,190.71273596195294,28,81,6,21.016449671057288
Thiruvanmiyur,12.82291526375186,80.11882059303561,4325,88,78.62988495154156,108.85681692016581,353,Summer,15,111.76369113243845,81.26298192143057,21,93,6,34.56986414073444
Nungambakkam,12.928981441943417,80.15338473977545,1718,81,59.126267556610514,121.453400380832,238,Winter,5,340.57907750641266,104.67596926857269,59,88,8,30.593982261776738
Saidapet,13.06401155507177,80.297186918982,4673,93,95.410563777474,92.56267381768605,417,Winter,14,434.2568755025584,87.99639567146991,59,62,9,24.43275466620492
